drug_name,drug_class,indications,side_effects,side_effect_severity,approval_status
Amoxprofen70,Analgesic,Pain relief,Nausea,moderate,Pending
Cefdipine30,Antibiotic,Pain relief,"Headache,Constipation,Blurred vision",mild,Rejected
Amoxprofen87,Antipyretic,Psychosis control,Dry mouth,mild,Rejected
Loxozole34,Antibiotic,Pain relief,Diarrhea,mild,Pending
Zyloparin52,Antifungal,Depression treatment,Dry mouth,mild,Rejected
Loxodipine22,Antipsychotic,Viral infections,"Constipation,Dizziness,Diarrhea",mild,Approved
Serodipine19,Antifungal,Prevent infectious disease,"Blurred vision,Insomnia,Diarrhea",severe,Rejected
Loxoparin75,Vaccine,Inflammation reduction,Dizziness,severe,Pending
Fenoxetine67,Antipsychotic,Pain relief,"Blurred vision,Rash,Diarrhea",mild,Approved
Rivavir33,Vaccine,Inflammation reduction,Fatigue,moderate,Rejected
Loxodipine35,Antihistamine,Viral infections,"Dry mouth,Fatigue,Constipation",mild,Rejected
Virastatin70,Antipyretic,Prevent infectious disease,"Constipation,Headache,Rash",mild,Pending
Daxoxetine84,Antipyretic,Bacterial infections,"Blurred vision,Nausea,Constipation",mild,Approved
Rivazepam35,Antidepressant,Psychosis control,"Diarrhea,Headache",mild,Pending
Fenomab47,Antipyretic,Psychosis control,Fatigue,severe,Approved
Viramab34,Antipsychotic,Fungal infections,Blurred vision,severe,Pending
Cefstatin37,Vaccine,Psychosis control,"Headache,Dizziness,Dry mouth",severe,Rejected
Fenostatin31,Vaccine,Bacterial infections,Blurred vision,mild,Pending
Daxostatin37,Antidepressant,Fever reduction,"Insomnia,Rash,Headache",moderate,Approved
Amoxvir99,Antipsychotic,Allergy relief,Insomnia,moderate,Rejected
Rivavir42,Antifungal,Bacterial infections,Insomnia,mild,Approved
Mecovir92,Antipsychotic,Viral infections,Nausea,moderate,Approved
Mecoprofen57,Antipsychotic,Fever reduction,Blurred vision,severe,Approved
Cefxetine17,Anti-inflammatory,Fungal infections,"Diarrhea,Rash",moderate,Rejected
Zylovir61,Antibiotic,Depression treatment,Fatigue,mild,Pending
Mecoxetine16,Antibiotic,Allergy relief,"Diarrhea,Insomnia,Fatigue",severe,Rejected
Mecostatin74,Analgesic,Depression treatment,"Dry mouth,Blurred vision",moderate,Approved
Fenostatin39,Antipsychotic,Fever reduction,"Rash,Blurred vision",moderate,Rejected
Mecoprofen57,Antifungal,Inflammation reduction,"Insomnia,Diarrhea",moderate,Rejected
Loxozole63,Vaccine,Allergy relief,Insomnia,severe,Pending
Loxostatin84,Anti-inflammatory,Prevent infectious disease,"Headache,Constipation",moderate,Approved
Cefdipine73,Analgesic,Psychosis control,"Headache,Dizziness",moderate,Pending
Cefcillin39,Antiviral,Fungal infections,"Blurred vision,Rash,Dizziness",moderate,Pending
Daxozole67,Antifungal,Psychosis control,"Nausea,Constipation,Blurred vision",severe,Approved
Seroxetine67,Antipyretic,Prevent infectious disease,"Dizziness,Dry mouth,Diarrhea",severe,Approved
Rivastatin43,Antiviral,Psychosis control,Fatigue,moderate,Approved
Rivaxetine50,Anti-inflammatory,Depression treatment,"Blurred vision,Nausea",moderate,Rejected
Zyloparin25,Antifungal,Inflammation reduction,"Dry mouth,Constipation",mild,Pending
Mecomab42,Anti-inflammatory,Prevent infectious disease,Fatigue,mild,Pending
Zylozole88,Antihistamine,Bacterial infections,Headache,severe,Approved
Serodipine52,Antibiotic,Psychosis control,"Constipation,Fatigue",moderate,Pending
Serovir50,Antipyretic,Fever reduction,"Headache,Constipation",mild,Pending
Amoxzole80,Antihistamine,Allergy relief,"Diarrhea,Blurred vision",severe,Approved
Viraparin10,Antipyretic,Depression treatment,Nausea,mild,Pending
Viramab45,Vaccine,Prevent infectious disease,"Dry mouth,Headache,Constipation",mild,Rejected
Cefprofen22,Antifungal,Depression treatment,Headache,severe,Approved
Amoxzole83,Antiviral,Depression treatment,"Blurred vision,Rash",moderate,Approved
Fenostatin15,Antifungal,Pain relief,"Dry mouth,Nausea,Fatigue",mild,Rejected
Serovir46,Antifungal,Allergy relief,"Insomnia,Diarrhea,Dry mouth",moderate,Pending
Rivazepam82,Antihistamine,Depression treatment,"Rash,Blurred vision,Dizziness",severe,Rejected
Rivaparin62,Antiviral,Psychosis control,"Constipation,Nausea",severe,Approved
Rivavir65,Antihistamine,Bacterial infections,Blurred vision,moderate,Rejected
Serodipine29,Antidepressant,Fever reduction,Dry mouth,severe,Rejected
Zylovir83,Antidepressant,Bacterial infections,Nausea,severe,Approved
Amoxzepam23,Antiviral,Psychosis control,"Dizziness,Rash,Constipation",moderate,Approved
Serozole98,Antibiotic,Depression treatment,"Dry mouth,Diarrhea,Nausea",severe,Rejected
Fenoparin58,Antipsychotic,Inflammation reduction,"Dry mouth,Headache,Fatigue",mild,Approved
Zyloprofen42,Antipsychotic,Bacterial infections,"Headache,Constipation",mild,Approved
Cefprofen81,Anti-inflammatory,Viral infections,"Blurred vision,Headache",severe,Approved
Serodipine97,Anti-inflammatory,Depression treatment,Blurred vision,moderate,Pending
Amoxdipine97,Antidepressant,Inflammation reduction,"Rash,Diarrhea,Dry mouth",severe,Rejected
Serodipine11,Antiviral,Inflammation reduction,"Diarrhea,Nausea",mild,Rejected
Daxostatin15,Antidepressant,Inflammation reduction,"Dry mouth,Blurred vision,Nausea",mild,Pending
Viraparin98,Antifungal,Psychosis control,"Diarrhea,Insomnia,Dry mouth",moderate,Rejected
Cefvir16,Antipsychotic,Fungal infections,Diarrhea,severe,Rejected
Viradipine92,Antiviral,Pain relief,Nausea,moderate,Pending
Serostatin90,Antipyretic,Fever reduction,"Constipation,Dry mouth,Insomnia",mild,Approved
Fenoxetine80,Vaccine,Prevent infectious disease,Rash,mild,Pending
Daxozole54,Antidepressant,Viral infections,"Fatigue,Insomnia",severe,Approved
Amoxzole92,Antipyretic,Allergy relief,Constipation,moderate,Approved
Virazepam99,Antidepressant,Depression treatment,Dry mouth,mild,Rejected
Cefzepam73,Antihistamine,Inflammation reduction,"Nausea,Insomnia",severe,Pending
Viraparin18,Antifungal,Prevent infectious disease,Nausea,severe,Rejected
Mecovir21,Antifungal,Pain relief,Nausea,moderate,Rejected
Zylocillin13,Antipsychotic,Fungal infections,"Rash,Constipation",severe,Pending
Amoxxetine13,Antiviral,Psychosis control,"Blurred vision,Fatigue",moderate,Approved
Fenocillin75,Antibiotic,Psychosis control,"Fatigue,Nausea",severe,Pending
Daxoparin63,Antidepressant,Depression treatment,Headache,mild,Pending
Rivacillin31,Antidepressant,Psychosis control,"Dry mouth,Diarrhea,Dizziness",severe,Approved
Loxoparin12,Anti-inflammatory,Depression treatment,"Headache,Constipation,Diarrhea",moderate,Pending
Amoxdipine33,Antipsychotic,Psychosis control,"Nausea,Fatigue",mild,Approved
Mecostatin65,Vaccine,Depression treatment,Blurred vision,moderate,Approved
Cefstatin33,Anti-inflammatory,Pain relief,Diarrhea,moderate,Rejected
Loxozole23,Antihistamine,Fungal infections,"Dizziness,Nausea",severe,Pending
Amoxdipine26,Antiviral,Allergy relief,"Diarrhea,Nausea,Rash",moderate,Rejected
Viraparin51,Antibiotic,Prevent infectious disease,Constipation,severe,Pending
Cefdipine35,Vaccine,Inflammation reduction,Headache,moderate,Pending
Daxomab69,Antipsychotic,Inflammation reduction,Diarrhea,mild,Rejected
Cefdipine81,Anti-inflammatory,Fever reduction,Constipation,moderate,Approved
Cefzepam68,Vaccine,Viral infections,Dry mouth,severe,Pending
Rivaprofen39,Antidepressant,Pain relief,"Headache,Rash,Fatigue",moderate,Rejected
Viramab35,Antipyretic,Fever reduction,"Fatigue,Dizziness",severe,Approved
Seroxetine66,Antihistamine,Prevent infectious disease,Fatigue,severe,Pending
Loxoprofen81,Antiviral,Viral infections,"Blurred vision,Dizziness,Diarrhea",mild,Rejected
Zylocillin21,Anti-inflammatory,Psychosis control,"Rash,Blurred vision,Headache",severe,Rejected
Rivadipine83,Antipsychotic,Inflammation reduction,"Nausea,Diarrhea,Fatigue",severe,Pending
Zylocillin36,Antibiotic,Fever reduction,Blurred vision,mild,Approved
Fenostatin75,Antipyretic,Prevent infectious disease,Blurred vision,severe,Pending
Daxodipine71,Antidepressant,Psychosis control,"Rash,Fatigue",mild,Pending
Rivaparin92,Antipyretic,Allergy relief,Dry mouth,mild,Approved
Rivazole11,Antifungal,Pain relief,Insomnia,severe,Pending
Loxoxetine86,Antiviral,Bacterial infections,Insomnia,moderate,Pending
Amoxparin87,Antiviral,Viral infections,Rash,mild,Pending
Cefmab41,Antidepressant,Depression treatment,"Insomnia,Blurred vision",mild,Rejected
Seroprofen33,Antiviral,Inflammation reduction,"Nausea,Headache",moderate,Rejected
Zylozepam89,Antibiotic,Bacterial infections,"Constipation,Fatigue,Dizziness",moderate,Pending
Rivadipine71,Antibiotic,Inflammation reduction,Fatigue,mild,Pending
Daxocillin68,Vaccine,Fungal infections,"Rash,Insomnia,Diarrhea",mild,Approved
Viradipine34,Antibiotic,Fungal infections,"Diarrhea,Fatigue",severe,Pending
Zyloparin86,Antihistamine,Fever reduction,"Rash,Fatigue",mild,Pending
Viracillin10,Antibiotic,Prevent infectious disease,"Constipation,Blurred vision,Dry mouth",mild,Pending
Loxozole64,Anti-inflammatory,Bacterial infections,"Constipation,Nausea,Insomnia",severe,Rejected
Fenoprofen59,Vaccine,Bacterial infections,Fatigue,mild,Rejected
Amoxxetine63,Antifungal,Viral infections,"Headache,Nausea",severe,Pending
Daxozepam21,Antifungal,Depression treatment,"Headache,Insomnia,Blurred vision",moderate,Rejected
Serocillin13,Antihistamine,Fever reduction,"Dry mouth,Headache",moderate,Pending
Zylozepam71,Anti-inflammatory,Pain relief,"Blurred vision,Fatigue",moderate,Approved
Zylozepam80,Antifungal,Psychosis control,"Insomnia,Rash,Constipation",moderate,Approved
Daxozole39,Antipsychotic,Pain relief,Blurred vision,moderate,Rejected
Serodipine59,Antidepressant,Psychosis control,"Blurred vision,Insomnia",severe,Approved
Rivazole30,Vaccine,Viral infections,"Insomnia,Diarrhea,Headache",moderate,Pending
Rivaprofen79,Antipsychotic,Allergy relief,Blurred vision,mild,Approved
Zylozepam79,Antidepressant,Viral infections,Insomnia,mild,Approved
Viracillin89,Antipsychotic,Fungal infections,"Rash,Insomnia",mild,Approved
Loxocillin94,Analgesic,Fever reduction,"Dizziness,Nausea,Fatigue",mild,Approved
Daxomab18,Anti-inflammatory,Bacterial infections,Diarrhea,severe,Pending
Mecodipine48,Anti-inflammatory,Fungal infections,"Dry mouth,Rash,Nausea",mild,Approved
Daxovir91,Vaccine,Viral infections,Dizziness,mild,Pending
Loxocillin70,Vaccine,Allergy relief,"Nausea,Dizziness,Diarrhea",mild,Pending
Rivaxetine71,Analgesic,Psychosis control,Headache,severe,Rejected
Daxoprofen36,Vaccine,Viral infections,"Headache,Constipation,Dizziness",moderate,Rejected
Fenoxetine15,Antipsychotic,Pain relief,Fatigue,moderate,Pending
Loxovir99,Antidepressant,Fever reduction,"Blurred vision,Rash",severe,Approved
Seroxetine20,Antiviral,Inflammation reduction,"Fatigue,Diarrhea,Blurred vision",moderate,Rejected
Amoxdipine18,Antifungal,Bacterial infections,"Fatigue,Insomnia,Dizziness",moderate,Approved
Amoxmab17,Antihistamine,Fever reduction,"Nausea,Dizziness,Diarrhea",mild,Approved
Amoxzepam62,Antiviral,Allergy relief,"Constipation,Rash",moderate,Approved
Rivavir98,Antiviral,Inflammation reduction,Nausea,moderate,Pending
Seroprofen62,Antipyretic,Pain relief,"Blurred vision,Rash,Dry mouth",mild,Pending
Viravir80,Antiviral,Psychosis control,Dizziness,moderate,Pending
Viramab60,Antifungal,Viral infections,"Insomnia,Blurred vision",severe,Rejected
Loxocillin18,Antidepressant,Viral infections,Rash,severe,Rejected
Serozepam76,Antiviral,Fungal infections,"Dizziness,Diarrhea,Dry mouth",mild,Pending
Fenovir79,Antibiotic,Inflammation reduction,"Diarrhea,Blurred vision",severe,Rejected
Fenovir13,Antipyretic,Depression treatment,"Fatigue,Diarrhea",moderate,Approved
Virastatin46,Anti-inflammatory,Bacterial infections,"Constipation,Nausea,Diarrhea",mild,Pending
Seroxetine29,Vaccine,Pain relief,Fatigue,severe,Rejected
Daxoparin15,Antipsychotic,Fungal infections,Rash,mild,Rejected
Seroprofen43,Antiviral,Pain relief,"Headache,Nausea",severe,Approved
Serozepam38,Antidepressant,Fungal infections,Blurred vision,moderate,Rejected
Amoxxetine21,Antifungal,Bacterial infections,Dry mouth,moderate,Approved
Rivaxetine20,Antihistamine,Pain relief,"Blurred vision,Headache",severe,Pending
Cefparin29,Analgesic,Fungal infections,"Insomnia,Dizziness",severe,Approved
Fenodipine70,Antibiotic,Psychosis control,"Insomnia,Dizziness",severe,Rejected
Virastatin74,Antiviral,Fever reduction,Blurred vision,moderate,Pending
Fenozole86,Antifungal,Prevent infectious disease,"Blurred vision,Constipation",severe,Approved
Zylovir52,Antiviral,Fever reduction,"Insomnia,Fatigue",mild,Approved
Viraparin77,Vaccine,Inflammation reduction,Fatigue,moderate,Pending
Viravir99,Antidepressant,Fever reduction,"Dizziness,Rash,Constipation",severe,Rejected
Serovir24,Antihistamine,Viral infections,Nausea,moderate,Approved
Cefstatin53,Vaccine,Prevent infectious disease,"Fatigue,Blurred vision,Rash",moderate,Rejected
Zylomab50,Antiviral,Pain relief,Blurred vision,moderate,Pending
Cefdipine11,Analgesic,Allergy relief,"Rash,Dry mouth",severe,Approved
Loxoxetine84,Vaccine,Prevent infectious disease,"Nausea,Headache,Rash",mild,Approved
Fenodipine81,Vaccine,Psychosis control,Fatigue,moderate,Rejected
Serostatin21,Antibiotic,Viral infections,Diarrhea,severe,Rejected
Zylodipine53,Antipsychotic,Fever reduction,"Blurred vision,Rash,Dizziness",severe,Approved
Rivavir63,Antipsychotic,Psychosis control,Rash,mild,Approved
Daxoprofen13,Vaccine,Allergy relief,"Dry mouth,Diarrhea,Rash",severe,Rejected
Loxostatin75,Antidepressant,Fungal infections,"Insomnia,Diarrhea,Constipation",moderate,Rejected
Cefparin33,Antidepressant,Fever reduction,"Insomnia,Nausea",severe,Rejected
Cefzole60,Antiviral,Depression treatment,"Constipation,Dry mouth",moderate,Approved
Daxozepam88,Antifungal,Fungal infections,"Dry mouth,Constipation",severe,Pending
Zylomab96,Antiviral,Depression treatment,"Diarrhea,Dry mouth",moderate,Approved
Rivazepam93,Antibiotic,Inflammation reduction,"Fatigue,Rash",mild,Approved
Cefvir20,Vaccine,Inflammation reduction,"Headache,Diarrhea,Dizziness",severe,Rejected
Amoxvir78,Vaccine,Psychosis control,"Dry mouth,Headache",moderate,Pending
Fenoprofen43,Antipyretic,Prevent infectious disease,"Insomnia,Nausea,Dizziness",severe,Pending
Zylocillin11,Anti-inflammatory,Viral infections,"Nausea,Diarrhea,Headache",severe,Rejected
Mecoprofen20,Antiviral,Bacterial infections,"Headache,Dizziness,Insomnia",moderate,Pending
Serovir51,Vaccine,Fungal infections,"Rash,Dry mouth",moderate,Pending
Loxocillin73,Antibiotic,Fungal infections,Rash,mild,Pending
Mecozole65,Anti-inflammatory,Allergy relief,Dizziness,severe,Approved
Fenoxetine97,Antidepressant,Allergy relief,"Headache,Blurred vision",moderate,Pending
Mecomab58,Vaccine,Psychosis control,Headache,mild,Rejected
Daxovir65,Antidepressant,Viral infections,Blurred vision,mild,Rejected
Mecomab76,Antipsychotic,Psychosis control,Dry mouth,moderate,Pending
Cefcillin71,Antipsychotic,Fever reduction,Constipation,severe,Pending
Cefdipine49,Antifungal,Pain relief,Blurred vision,mild,Rejected
Serodipine73,Antibiotic,Bacterial infections,Diarrhea,mild,Approved
Loxostatin99,Vaccine,Allergy relief,"Rash,Headache",mild,Rejected
Amoxstatin76,Antifungal,Depression treatment,"Dizziness,Constipation",moderate,Rejected
Fenomab61,Antifungal,Fungal infections,Insomnia,severe,Pending
Cefparin67,Antipyretic,Viral infections,"Dizziness,Nausea",severe,Approved
Loxoparin29,Antihistamine,Prevent infectious disease,"Rash,Constipation",severe,Rejected
Daxozole67,Antipyretic,Fever reduction,"Dizziness,Fatigue",severe,Pending
Amoxzepam69,Antiviral,Depression treatment,Fatigue,mild,Approved
Daxovir48,Antipyretic,Viral infections,"Blurred vision,Nausea",moderate,Pending
Viradipine21,Anti-inflammatory,Fever reduction,"Dizziness,Diarrhea,Fatigue",mild,Pending
Daxomab45,Analgesic,Bacterial infections,"Fatigue,Dizziness",severe,Pending
Fenostatin60,Antibiotic,Depression treatment,Dizziness,moderate,Approved
Loxostatin22,Antidepressant,Pain relief,"Fatigue,Nausea",moderate,Rejected
Daxodipine10,Antipsychotic,Fever reduction,"Blurred vision,Dry mouth",moderate,Approved
Mecomab71,Antibiotic,Depression treatment,Dizziness,mild,Approved
Loxostatin46,Antibiotic,Depression treatment,Fatigue,moderate,Pending
Virazole57,Antipyretic,Viral infections,Insomnia,mild,Rejected
Daxomab17,Antidepressant,Fungal infections,"Dizziness,Dry mouth",severe,Pending
Cefcillin70,Antihistamine,Bacterial infections,"Blurred vision,Constipation,Dizziness",severe,Rejected
Fenomab20,Antipyretic,Fever reduction,"Constipation,Insomnia,Diarrhea",severe,Pending
Cefprofen68,Antipyretic,Pain relief,"Constipation,Fatigue",severe,Pending
Viradipine93,Vaccine,Bacterial infections,"Insomnia,Dry mouth,Nausea",moderate,Rejected
Seroparin37,Antibiotic,Psychosis control,"Constipation,Fatigue",severe,Rejected
Zyloparin56,Anti-inflammatory,Allergy relief,Blurred vision,mild,Approved
Daxoprofen91,Antiviral,Prevent infectious disease,"Dizziness,Nausea",severe,Pending
Cefxetine57,Antidepressant,Viral infections,"Headache,Dizziness",severe,Pending
Viraxetine27,Analgesic,Fever reduction,Constipation,severe,Rejected
Loxozepam97,Antiviral,Allergy relief,Insomnia,severe,Approved
Mecodipine30,Analgesic,Bacterial infections,"Rash,Dry mouth",mild,Approved
Mecomab38,Antipyretic,Bacterial infections,Dizziness,mild,Rejected
Viramab24,Antibiotic,Fungal infections,Fatigue,severe,Approved
Mecoparin54,Vaccine,Fungal infections,"Fatigue,Insomnia,Constipation",severe,Rejected
Mecocillin19,Anti-inflammatory,Fungal infections,"Dizziness,Diarrhea",moderate,Approved
Rivaxetine67,Antihistamine,Bacterial infections,"Blurred vision,Constipation",mild,Rejected
Cefcillin82,Antifungal,Prevent infectious disease,"Headache,Diarrhea",mild,Rejected
Daxovir60,Vaccine,Depression treatment,"Diarrhea,Headache,Blurred vision",moderate,Approved
Daxoparin77,Analgesic,Allergy relief,"Blurred vision,Dizziness,Headache",severe,Approved
Seroparin88,Antifungal,Prevent infectious disease,Fatigue,mild,Pending
Loxozole95,Anti-inflammatory,Viral infections,Constipation,severe,Pending
Zyloparin40,Analgesic,Inflammation reduction,"Fatigue,Diarrhea",mild,Approved
Loxostatin74,Antidepressant,Psychosis control,"Diarrhea,Constipation",severe,Pending
Fenomab23,Antipyretic,Fever reduction,Blurred vision,severe,Approved
Zylodipine24,Analgesic,Prevent infectious disease,"Nausea,Headache",moderate,Rejected
Loxomab51,Anti-inflammatory,Fungal infections,"Headache,Constipation",moderate,Pending
Daxoxetine71,Antipyretic,Fever reduction,"Diarrhea,Insomnia,Fatigue",moderate,Rejected
Amoxxetine33,Antipyretic,Allergy relief,"Nausea,Constipation",moderate,Approved
Fenoprofen19,Antidepressant,Depression treatment,"Insomnia,Dizziness,Rash",mild,Rejected
Amoxstatin15,Antihistamine,Fungal infections,Diarrhea,severe,Approved
Zylodipine39,Antihistamine,Depression treatment,"Constipation,Diarrhea",mild,Rejected
Rivavir31,Anti-inflammatory,Prevent infectious disease,Constipation,severe,Pending
Loxoprofen13,Antidepressant,Fungal infections,"Dry mouth,Headache,Fatigue",moderate,Approved
Fenovir60,Antihistamine,Fever reduction,Blurred vision,severe,Pending
Rivazepam79,Anti-inflammatory,Bacterial infections,"Dry mouth,Nausea,Fatigue",severe,Approved
Cefxetine52,Vaccine,Viral infections,"Insomnia,Rash,Diarrhea",mild,Pending
Zyloxetine70,Antihistamine,Bacterial infections,"Diarrhea,Insomnia",severe,Pending
Zylocillin93,Antipyretic,Depression treatment,"Blurred vision,Headache,Nausea",mild,Approved
Fenozole99,Antipsychotic,Prevent infectious disease,Diarrhea,mild,Rejected
Amoxxetine90,Antiviral,Bacterial infections,"Dry mouth,Fatigue,Constipation",severe,Pending
Rivaprofen57,Analgesic,Psychosis control,Headache,mild,Approved
Mecoparin90,Antipyretic,Allergy relief,Headache,severe,Rejected
Amoxprofen78,Vaccine,Fever reduction,"Insomnia,Headache",moderate,Pending
Amoxmab24,Antipsychotic,Inflammation reduction,"Insomnia,Dry mouth,Rash",moderate,Rejected
Seroparin73,Antipyretic,Allergy relief,Diarrhea,moderate,Pending
Zyloprofen15,Antidepressant,Viral infections,"Headache,Insomnia,Diarrhea",moderate,Approved
Zylozole10,Antipsychotic,Pain relief,"Insomnia,Dizziness",severe,Approved
Mecodipine28,Antifungal,Depression treatment,"Dry mouth,Insomnia",mild,Approved
Rivavir88,Antibiotic,Fungal infections,"Fatigue,Rash,Dry mouth",moderate,Approved
Fenoxetine35,Antihistamine,Bacterial infections,"Dizziness,Blurred vision,Rash",mild,Rejected
Amoxprofen41,Antibiotic,Pain relief,Headache,mild,Pending
Loxoxetine13,Analgesic,Pain relief,"Nausea,Dry mouth",severe,Approved
Amoxzole99,Antiviral,Inflammation reduction,"Rash,Dizziness,Diarrhea",mild,Pending
Daxovir10,Antihistamine,Bacterial infections,"Dry mouth,Fatigue",severe,Rejected
Loxoprofen25,Analgesic,Psychosis control,Headache,mild,Approved
Cefcillin18,Antihistamine,Inflammation reduction,"Insomnia,Rash",moderate,Rejected
Amoxparin70,Antipyretic,Fungal infections,Diarrhea,severe,Approved
Mecozepam42,Antidepressant,Bacterial infections,Constipation,mild,Approved
Fenomab22,Anti-inflammatory,Fever reduction,Constipation,severe,Approved
Daxoprofen48,Antipyretic,Viral infections,Constipation,severe,Pending
Virastatin79,Anti-inflammatory,Psychosis control,"Dry mouth,Blurred vision,Rash",moderate,Approved
Rivastatin59,Analgesic,Inflammation reduction,"Diarrhea,Insomnia",mild,Rejected
Fenocillin86,Antipsychotic,Allergy relief,"Rash,Blurred vision",severe,Approved
Loxostatin90,Antibiotic,Pain relief,Insomnia,moderate,Pending
Cefzepam74,Antihistamine,Psychosis control,"Constipation,Headache",moderate,Rejected
Loxovir20,Antihistamine,Depression treatment,"Constipation,Nausea,Dizziness",moderate,Approved
Daxostatin56,Antiviral,Psychosis control,Rash,moderate,Approved
Fenocillin61,Antipsychotic,Prevent infectious disease,Diarrhea,severe,Pending
Mecozepam56,Antipyretic,Prevent infectious disease,"Diarrhea,Fatigue",moderate,Pending
Cefzepam45,Vaccine,Bacterial infections,"Fatigue,Constipation,Dizziness",mild,Approved
Zylodipine11,Anti-inflammatory,Fungal infections,"Dry mouth,Dizziness",severe,Pending
Zylostatin83,Antidepressant,Depression treatment,"Blurred vision,Insomnia",mild,Pending
Zylocillin52,Analgesic,Viral infections,Diarrhea,severe,Approved
Viradipine59,Antiviral,Allergy relief,"Nausea,Blurred vision",severe,Pending
Amoxstatin72,Antiviral,Depression treatment,"Diarrhea,Constipation,Rash",severe,Pending
Daxoprofen38,Antidepressant,Psychosis control,"Fatigue,Dry mouth",moderate,Rejected
Viracillin47,Antipsychotic,Prevent infectious disease,"Rash,Nausea,Fatigue",moderate,Rejected
Rivaprofen41,Antidepressant,Depression treatment,"Headache,Rash,Diarrhea",severe,Pending
Daxovir45,Antipyretic,Allergy relief,Blurred vision,mild,Rejected
Viravir69,Antibiotic,Pain relief,"Blurred vision,Dry mouth",mild,Pending
Mecomab88,Antipsychotic,Prevent infectious disease,Dry mouth,severe,Approved
Viracillin59,Antiviral,Fever reduction,Rash,severe,Rejected
Cefcillin89,Anti-inflammatory,Inflammation reduction,Nausea,moderate,Rejected
Zylocillin40,Antiviral,Allergy relief,Blurred vision,moderate,Approved
Mecodipine68,Antihistamine,Prevent infectious disease,Blurred vision,severe,Rejected
Fenoparin59,Analgesic,Fungal infections,Insomnia,mild,Approved
Daxozole99,Analgesic,Fever reduction,Constipation,mild,Approved
Amoxzepam92,Antibiotic,Bacterial infections,"Insomnia,Constipation,Nausea",mild,Pending
Rivazepam47,Antipyretic,Inflammation reduction,"Headache,Rash,Dry mouth",severe,Rejected
Daxodipine35,Antibiotic,Psychosis control,"Dizziness,Fatigue",severe,Pending
Zylozole54,Antipsychotic,Inflammation reduction,"Dizziness,Diarrhea",mild,Pending
Fenoxetine70,Antidepressant,Viral infections,Dry mouth,severe,Rejected
Daxocillin27,Antihistamine,Allergy relief,"Fatigue,Dry mouth,Headache",moderate,Pending
Loxovir84,Vaccine,Depression treatment,"Rash,Dizziness,Headache",mild,Rejected
Amoxzepam17,Antipyretic,Allergy relief,"Fatigue,Dizziness,Blurred vision",moderate,Pending
Loxostatin33,Antiviral,Allergy relief,Dizziness,severe,Approved
Zylocillin33,Antihistamine,Inflammation reduction,Rash,severe,Pending
Viraxetine45,Antibiotic,Viral infections,"Insomnia,Diarrhea",mild,Rejected
Fenostatin64,Antibiotic,Fever reduction,"Constipation,Headache",moderate,Approved
Cefzepam52,Anti-inflammatory,Depression treatment,"Dizziness,Rash,Fatigue",severe,Pending
Serostatin43,Anti-inflammatory,Fever reduction,"Blurred vision,Nausea",severe,Pending
Mecoprofen80,Antibiotic,Allergy relief,"Fatigue,Blurred vision",mild,Pending
Seroxetine59,Antibiotic,Fungal infections,Fatigue,severe,Pending
Cefvir30,Antihistamine,Prevent infectious disease,"Blurred vision,Diarrhea",mild,Rejected
Cefprofen16,Antibiotic,Viral infections,"Blurred vision,Diarrhea",moderate,Approved
Viramab34,Antidepressant,Allergy relief,"Insomnia,Nausea,Blurred vision",severe,Approved
Zylodipine73,Antipyretic,Depression treatment,"Blurred vision,Insomnia,Rash",mild,Approved
Rivaprofen90,Anti-inflammatory,Inflammation reduction,"Constipation,Dry mouth,Fatigue",moderate,Approved
Cefmab65,Anti-inflammatory,Depression treatment,"Dizziness,Insomnia",mild,Approved
Cefstatin56,Antibiotic,Fungal infections,Insomnia,mild,Approved
Rivadipine14,Antifungal,Psychosis control,Dizziness,moderate,Approved
Amoxcillin24,Antibiotic,Pain relief,"Headache,Constipation,Dizziness",moderate,Rejected
Daxoxetine24,Antipyretic,Pain relief,"Nausea,Fatigue",severe,Approved
Amoxxetine51,Antibiotic,Allergy relief,Insomnia,mild,Rejected
Amoxxetine76,Antibiotic,Allergy relief,"Headache,Fatigue",moderate,Approved
Seroxetine27,Analgesic,Depression treatment,Dizziness,mild,Rejected
Amoxzole10,Antipyretic,Allergy relief,"Constipation,Nausea",severe,Pending
Loxoparin86,Antipsychotic,Allergy relief,"Diarrhea,Dry mouth",moderate,Rejected
Cefstatin62,Anti-inflammatory,Depression treatment,"Diarrhea,Nausea",severe,Rejected
Fenozole66,Antipyretic,Inflammation reduction,"Blurred vision,Insomnia,Headache",mild,Rejected
Rivacillin38,Antihistamine,Pain relief,"Constipation,Headache,Blurred vision",moderate,Rejected
Zylovir19,Analgesic,Fungal infections,"Nausea,Diarrhea,Rash",severe,Rejected
Amoxstatin18,Vaccine,Allergy relief,"Blurred vision,Diarrhea,Dry mouth",moderate,Pending
Seroprofen87,Antibiotic,Fungal infections,"Headache,Nausea",moderate,Rejected
Rivamab18,Antipsychotic,Pain relief,"Dizziness,Blurred vision,Diarrhea",severe,Pending
Cefdipine27,Analgesic,Inflammation reduction,"Rash,Nausea",mild,Approved
Fenozole78,Antiviral,Bacterial infections,Rash,moderate,Pending
Rivazole38,Anti-inflammatory,Viral infections,"Constipation,Dry mouth,Headache",moderate,Approved
Amoxcillin20,Analgesic,Allergy relief,Insomnia,moderate,Approved
