drug_name,drug_class,indications,side_effects,side_effect_severity,approval_status
Loxomab42,Antifungal,Prevent infectious disease,"Fatigue, Constipation",Moderate,Approved
Serostatin46,Vaccine,Pain relief,Fatigue,Mild,Approved
Loxoparin72,Antipsychotic,Fungal infections,"Diarrhea, Constipation",Moderate,Pending
Cefstatin83,Antifungal,Pain relief,"Nausea, Dry mouth, Dizziness",Moderate,Pending
Zyloprofen19,Vaccine,Fungal infections,Headache,Moderate,Rejected
Mecoprofen21,Antihistamine,Pain relief,"Blurred vision, Nausea, Rash",Severe,Rejected
Zyloprofen60,Antiviral,Inflammation reduction,Fatigue,Mild,Pending
Daxostatin14,Antibiotic,Viral infections,"Headache, Fatigue, Diarrhea",Moderate,Approved
Fenozole24,Antipyretic,Fever reduction,"Dry mouth, Diarrhea",Severe,Approved
Cefprofen50,Vaccine,Bacterial infections,"Dry mouth, Constipation",Moderate,Pending
Viramab50,Antibiotic,Pain relief,"Dizziness, Dry mouth, Blurred vision",Mild,Rejected
Viramab90,Antifungal,Inflammation reduction,Nausea,Moderate,Pending
Daxodipine85,Antipyretic,Bacterial infections,"Insomnia, Rash, Dizziness",Moderate,Pending
Mecovir97,Antiviral,Prevent infectious disease,"Fatigue, Dizziness",Severe,Rejected
Amoxcillin60,Vaccine,Depression treatment,Insomnia,Mild,Pending
Mecocillin57,Antidepressant,Fever reduction,"Rash, Diarrhea",Severe,Approved
Amoxprofen70,Analgesic,Pain relief,Nausea,Moderate,Pending
Cefdipine30,Antibiotic,Pain relief,"Headache, Constipation, Blurred vision",Mild,Rejected
Amoxprofen87,Antipyretic,Psychosis control,Dry mouth,Mild,Rejected
Loxozole34,Antibiotic,Pain relief,Diarrhea,Mild,Pending
Zyloparin52,Antifungal,Depression treatment,Dry mouth,Mild,Rejected
Loxodipine22,Antipsychotic,Viral infections,"Constipation, Dizziness, Diarrhea",Mild,Approved
Serodipine19,Antifungal,Prevent infectious disease,"Blurred vision, Insomnia, Diarrhea",Severe,Rejected
Loxoparin75,Vaccine,Inflammation reduction,Dizziness,Severe,Pending
Fenoxetine67,Antipsychotic,Pain relief,"Blurred vision, Rash, Diarrhea",Mild,Approved
Rivavir33,Vaccine,Inflammation reduction,Fatigue,Moderate,Rejected
Loxodipine35,Antihistamine,Viral infections,"Dry mouth, Fatigue, Constipation",Mild,Rejected
Virastatin70,Antipyretic,Prevent infectious disease,"Constipation, Headache, Rash",Mild,Pending
Daxoxetine84,Antipyretic,Bacterial infections,"Blurred vision, Nausea, Constipation",Mild,Approved
Rivazepam35,Antidepressant,Psychosis control,"Diarrhea, Headache",Mild,Pending
Fenomab47,Antipyretic,Psychosis control,Fatigue,Severe,Approved
Viramab34,Antipsychotic,Fungal infections,Blurred vision,Severe,Pending
Cefstatin37,Vaccine,Psychosis control,"Headache, Dizziness, Dry mouth",Severe,Rejected
Fenostatin31,Vaccine,Bacterial infections,Blurred vision,Mild,Pending
Daxostatin37,Antidepressant,Fever reduction,"Insomnia, Rash, Headache",Moderate,Approved
Amoxvir99,Antipsychotic,Allergy relief,Insomnia,Moderate,Rejected
Rivavir42,Antifungal,Bacterial infections,Insomnia,Mild,Approved
Mecovir92,Antipsychotic,Viral infections,Nausea,Moderate,Approved
Mecoprofen57,Antipsychotic,Fever reduction,Blurred vision,Severe,Approved
Cefxetine17,Anti-inflammatory,Fungal infections,"Diarrhea, Rash",Moderate,Rejected
Zylovir61,Antibiotic,Depression treatment,Fatigue,Mild,Pending
Mecoxetine16,Antibiotic,Allergy relief,"Diarrhea, Insomnia, Fatigue",Severe,Rejected
Mecostatin74,Analgesic,Depression treatment,"Dry mouth, Blurred vision",Moderate,Approved
Fenostatin39,Antipsychotic,Fever reduction,"Rash, Blurred vision",Moderate,Rejected
Mecoprofen57,Antifungal,Inflammation reduction,"Insomnia, Diarrhea",Moderate,Rejected
Loxozole63,Vaccine,Allergy relief,Insomnia,Severe,Pending
Loxostatin84,Anti-inflammatory,Prevent infectious disease,"Headache, Constipation",Moderate,Approved
Cefdipine73,Analgesic,Psychosis control,"Headache, Dizziness",Moderate,Pending
Cefcillin39,Antiviral,Fungal infections,"Blurred vision, Rash, Dizziness",Moderate,Pending
Daxozole67,Antifungal,Psychosis control,"Nausea, Constipation, Blurred vision",Severe,Approved
Seroxetine67,Antipyretic,Prevent infectious disease,"Dizziness, Dry mouth, Diarrhea",Severe,Approved
Rivastatin43,Antiviral,Psychosis control,Fatigue,Moderate,Approved
Rivaxetine50,Anti-inflammatory,Depression treatment,"Blurred vision, Nausea",Moderate,Rejected
Zyloparin25,Antifungal,Inflammation reduction,"Dry mouth, Constipation",Mild,Pending
Mecomab42,Anti-inflammatory,Prevent infectious disease,Fatigue,Mild,Pending
Zylozole88,Antihistamine,Bacterial infections,Headache,Severe,Approved
Serodipine52,Antibiotic,Psychosis control,"Constipation, Fatigue",Moderate,Pending
Serovir50,Antipyretic,Fever reduction,"Headache, Constipation",Mild,Pending
Amoxzole80,Antihistamine,Allergy relief,"Diarrhea, Blurred vision",Severe,Approved
Viraparin10,Antipyretic,Depression treatment,Nausea,Mild,Pending
Viramab45,Vaccine,Prevent infectious disease,"Dry mouth, Headache, Constipation",Mild,Rejected
Cefprofen22,Antifungal,Depression treatment,Headache,Severe,Approved
Amoxzole83,Antiviral,Depression treatment,"Blurred vision, Rash",Moderate,Approved
Fenostatin15,Antifungal,Pain relief,"Dry mouth, Nausea, Fatigue",Mild,Rejected
Serovir46,Antifungal,Allergy relief,"Insomnia, Diarrhea, Dry mouth",Moderate,Pending
Rivazepam82,Antihistamine,Depression treatment,"Rash, Blurred vision, Dizziness",Severe,Rejected
Rivaparin62,Antiviral,Psychosis control,"Constipation, Nausea",Severe,Approved
Rivavir65,Antihistamine,Bacterial infections,Blurred vision,Moderate,Rejected
Serodipine29,Antidepressant,Fever reduction,Dry mouth,Severe,Rejected
Zylovir83,Antidepressant,Bacterial infections,Nausea,Severe,Approved
Amoxzepam23,Antiviral,Psychosis control,"Dizziness, Rash, Constipation",Moderate,Approved
Serozole98,Antibiotic,Depression treatment,"Dry mouth, Diarrhea, Nausea",Severe,Rejected
Fenoparin58,Antipsychotic,Inflammation reduction,"Dry mouth, Headache, Fatigue",Mild,Approved
Zyloprofen42,Antipsychotic,Bacterial infections,"Headache, Constipation",Mild,Approved
Cefprofen81,Anti-inflammatory,Viral infections,"Blurred vision, Headache",Severe,Approved
Serodipine97,Anti-inflammatory,Depression treatment,Blurred vision,Moderate,Pending
Amoxdipine97,Antidepressant,Inflammation reduction,"Rash, Diarrhea, Dry mouth",Severe,Rejected
Serodipine11,Antiviral,Inflammation reduction,"Diarrhea, Nausea",Mild,Rejected
Daxostatin15,Antidepressant,Inflammation reduction,"Dry mouth, Blurred vision, Nausea",Mild,Pending
Viraparin98,Antifungal,Psychosis control,"Diarrhea, Insomnia, Dry mouth",Moderate,Rejected
Cefvir16,Antipsychotic,Fungal infections,Diarrhea,Severe,Rejected
Viradipine92,Antiviral,Pain relief,Nausea,Moderate,Pending
Serostatin90,Antipyretic,Fever reduction,"Constipation, Dry mouth, Insomnia",Mild,Approved
Fenoxetine80,Vaccine,Prevent infectious disease,Rash,Mild,Pending
Daxozole54,Antidepressant,Viral infections,"Fatigue, Insomnia",Severe,Approved
Amoxzole92,Antipyretic,Allergy relief,Constipation,Moderate,Approved
Virazepam99,Antidepressant,Depression treatment,Dry mouth,Mild,Rejected
Cefzepam73,Antihistamine,Inflammation reduction,"Nausea, Insomnia",Severe,Pending
Viraparin18,Antifungal,Prevent infectious disease,Nausea,Severe,Rejected
Mecovir21,Antifungal,Pain relief,Nausea,Moderate,Rejected
Zylocillin13,Antipsychotic,Fungal infections,"Rash, Constipation",Severe,Pending
Amoxxetine13,Antiviral,Psychosis control,"Blurred vision, Fatigue",Moderate,Approved
Fenocillin75,Antibiotic,Psychosis control,"Fatigue, Nausea",Severe,Pending
Daxoparin63,Antidepressant,Depression treatment,Headache,Mild,Pending
Rivacillin31,Antidepressant,Psychosis control,"Dry mouth, Diarrhea, Dizziness",Severe,Approved
Loxoparin12,Anti-inflammatory,Depression treatment,"Headache, Constipation, Diarrhea",Moderate,Pending
Amoxdipine33,Antipsychotic,Psychosis control,"Nausea, Fatigue",Mild,Approved
Mecostatin65,Vaccine,Depression treatment,Blurred vision,Moderate,Approved
Cefstatin33,Anti-inflammatory,Pain relief,Diarrhea,Moderate,Rejected
Loxozole23,Antihistamine,Fungal infections,"Dizziness, Nausea",Severe,Pending
Amoxdipine26,Antiviral,Allergy relief,"Diarrhea, Nausea, Rash",Moderate,Rejected
Viraparin51,Antibiotic,Prevent infectious disease,Constipation,Severe,Pending
Cefdipine35,Vaccine,Inflammation reduction,Headache,Moderate,Pending
Daxomab69,Antipsychotic,Inflammation reduction,Diarrhea,Mild,Rejected
Cefdipine81,Anti-inflammatory,Fever reduction,Constipation,Moderate,Approved
Cefzepam68,Vaccine,Viral infections,Dry mouth,Severe,Pending
Rivaprofen39,Antidepressant,Pain relief,"Headache, Rash, Fatigue",Moderate,Rejected
Viramab35,Antipyretic,Fever reduction,"Fatigue, Dizziness",Severe,Approved
Seroxetine66,Antihistamine,Prevent infectious disease,Fatigue,Severe,Pending
Loxoprofen81,Antiviral,Viral infections,"Blurred vision, Dizziness, Diarrhea",Mild,Rejected
Zylocillin21,Anti-inflammatory,Psychosis control,"Rash, Blurred vision, Headache",Severe,Rejected
Rivadipine83,Antipsychotic,Inflammation reduction,"Nausea, Diarrhea, Fatigue",Severe,Pending
Zylocillin36,Antibiotic,Fever reduction,Blurred vision,Mild,Approved
Fenostatin75,Antipyretic,Prevent infectious disease,Blurred vision,Severe,Pending
Daxodipine71,Antidepressant,Psychosis control,"Rash, Fatigue",Mild,Pending
Rivaparin92,Antipyretic,Allergy relief,Dry mouth,Mild,Approved
Rivazole11,Antifungal,Pain relief,Insomnia,Severe,Pending
Loxoxetine86,Antiviral,Bacterial infections,Insomnia,Moderate,Pending
Amoxparin87,Antiviral,Viral infections,Rash,Mild,Pending
Cefmab41,Antidepressant,Depression treatment,"Insomnia, Blurred vision",Mild,Rejected
Seroprofen33,Antiviral,Inflammation reduction,"Nausea, Headache",Moderate,Rejected
Zylozepam89,Antibiotic,Bacterial infections,"Constipation, Fatigue, Dizziness",Moderate,Pending
Rivadipine71,Antibiotic,Inflammation reduction,Fatigue,Mild,Pending
Daxocillin68,Vaccine,Fungal infections,"Rash, Insomnia, Diarrhea",Mild,Approved
Viradipine34,Antibiotic,Fungal infections,"Diarrhea, Fatigue",Severe,Pending
Zyloparin86,Antihistamine,Fever reduction,"Rash, Fatigue",Mild,Pending
Viracillin10,Antibiotic,Prevent infectious disease,"Constipation, Blurred vision, Dry mouth",Mild,Pending
Loxozole64,Anti-inflammatory,Bacterial infections,"Constipation, Nausea, Insomnia",Severe,Rejected
Fenoprofen59,Vaccine,Bacterial infections,Fatigue,Mild,Rejected
Amoxxetine63,Antifungal,Viral infections,"Headache, Nausea",Severe,Pending
Daxozepam21,Antifungal,Depression treatment,"Headache, Insomnia, Blurred vision",Moderate,Rejected
Serocillin13,Antihistamine,Fever reduction,"Dry mouth, Headache",Moderate,Pending
Zylozepam71,Anti-inflammatory,Pain relief,"Blurred vision, Fatigue",Moderate,Approved
Zylozepam80,Antifungal,Psychosis control,"Insomnia, Rash, Constipation",Moderate,Approved
Daxozole39,Antipsychotic,Pain relief,Blurred vision,Moderate,Rejected
Serodipine59,Antidepressant,Psychosis control,"Blurred vision, Insomnia",Severe,Approved
Rivazole30,Vaccine,Viral infections,"Insomnia, Diarrhea, Headache",Moderate,Pending
Rivaprofen79,Antipsychotic,Allergy relief,Blurred vision,Mild,Approved
Zylozepam79,Antidepressant,Viral infections,Insomnia,Mild,Approved
Viracillin89,Antipsychotic,Fungal infections,"Rash, Insomnia",Mild,Approved
Loxocillin94,Analgesic,Fever reduction,"Dizziness, Nausea, Fatigue",Mild,Approved
Daxomab18,Anti-inflammatory,Bacterial infections,Diarrhea,Severe,Pending
Mecodipine48,Anti-inflammatory,Fungal infections,"Dry mouth, Rash, Nausea",Mild,Approved
Daxovir91,Vaccine,Viral infections,Dizziness,Mild,Pending
Loxocillin70,Vaccine,Allergy relief,"Nausea, Dizziness, Diarrhea",Mild,Pending
Rivaxetine71,Analgesic,Psychosis control,Headache,Severe,Rejected
Daxoprofen36,Vaccine,Viral infections,"Headache, Constipation, Dizziness",Moderate,Rejected
Fenoxetine15,Antipsychotic,Pain relief,Fatigue,Moderate,Pending
Loxovir99,Antidepressant,Fever reduction,"Blurred vision, Rash",Severe,Approved
Seroxetine20,Antiviral,Inflammation reduction,"Fatigue, Diarrhea, Blurred vision",Moderate,Rejected
Amoxdipine18,Antifungal,Bacterial infections,"Fatigue, Insomnia, Dizziness",Moderate,Approved
Amoxmab17,Antihistamine,Fever reduction,"Nausea, Dizziness, Diarrhea",Mild,Approved
Amoxzepam62,Antiviral,Allergy relief,"Constipation, Rash",Moderate,Approved
Rivavir98,Antiviral,Inflammation reduction,Nausea,Moderate,Pending
Seroprofen62,Antipyretic,Pain relief,"Blurred vision, Rash, Dry mouth",Mild,Pending
Viravir80,Antiviral,Psychosis control,Dizziness,Moderate,Pending
Viramab60,Antifungal,Viral infections,"Insomnia, Blurred vision",Severe,Rejected
Loxocillin18,Antidepressant,Viral infections,Rash,Severe,Rejected
Serozepam76,Antiviral,Fungal infections,"Dizziness, Diarrhea, Dry mouth",Mild,Pending
Fenovir79,Antibiotic,Inflammation reduction,"Diarrhea, Blurred vision",Severe,Rejected
Fenovir13,Antipyretic,Depression treatment,"Fatigue, Diarrhea",Moderate,Approved
Virastatin46,Anti-inflammatory,Bacterial infections,"Constipation, Nausea, Diarrhea",Mild,Pending
Seroxetine29,Vaccine,Pain relief,Fatigue,Severe,Rejected
Daxoparin15,Antipsychotic,Fungal infections,Rash,Mild,Rejected
Seroprofen43,Antiviral,Pain relief,"Headache, Nausea",Severe,Approved
Serozepam38,Antidepressant,Fungal infections,Blurred vision,Moderate,Rejected
Amoxxetine21,Antifungal,Bacterial infections,Dry mouth,Moderate,Approved
Rivaxetine20,Antihistamine,Pain relief,"Blurred vision, Headache",Severe,Pending
Cefparin29,Analgesic,Fungal infections,"Insomnia, Dizziness",Severe,Approved
Fenodipine70,Antibiotic,Psychosis control,"Insomnia, Dizziness",Severe,Rejected
Virastatin74,Antiviral,Fever reduction,Blurred vision,Moderate,Pending
Fenozole86,Antifungal,Prevent infectious disease,"Blurred vision, Constipation",Severe,Approved
Zylovir52,Antiviral,Fever reduction,"Insomnia, Fatigue",Mild,Approved
Viraparin77,Vaccine,Inflammation reduction,Fatigue,Moderate,Pending
Viravir99,Antidepressant,Fever reduction,"Dizziness, Rash, Constipation",Severe,Rejected
Serovir24,Antihistamine,Viral infections,Nausea,Moderate,Approved
Cefstatin53,Vaccine,Prevent infectious disease,"Fatigue, Blurred vision, Rash",Moderate,Rejected
Zylomab50,Antiviral,Pain relief,Blurred vision,Moderate,Pending
Cefdipine11,Analgesic,Allergy relief,"Rash, Dry mouth",Severe,Approved
Loxoxetine84,Vaccine,Prevent infectious disease,"Nausea, Headache, Rash",Mild,Approved
Fenodipine81,Vaccine,Psychosis control,Fatigue,Moderate,Rejected
Serostatin21,Antibiotic,Viral infections,Diarrhea,Severe,Rejected
Zylodipine53,Antipsychotic,Fever reduction,"Blurred vision, Rash, Dizziness",Severe,Approved
Rivavir63,Antipsychotic,Psychosis control,Rash,Mild,Approved
Daxoprofen13,Vaccine,Allergy relief,"Dry mouth, Diarrhea, Rash",Severe,Rejected
Loxostatin75,Antidepressant,Fungal infections,"Insomnia, Diarrhea, Constipation",Moderate,Rejected
Cefparin33,Antidepressant,Fever reduction,"Insomnia, Nausea",Severe,Rejected
Cefzole60,Antiviral,Depression treatment,"Constipation, Dry mouth",Moderate,Approved
Daxozepam88,Antifungal,Fungal infections,"Dry mouth, Constipation",Severe,Pending
Zylomab96,Antiviral,Depression treatment,"Diarrhea, Dry mouth",Moderate,Approved
Rivazepam93,Antibiotic,Inflammation reduction,"Fatigue, Rash",Mild,Approved
Cefvir20,Vaccine,Inflammation reduction,"Headache, Diarrhea, Dizziness",Severe,Rejected
Amoxvir78,Vaccine,Psychosis control,"Dry mouth, Headache",Moderate,Pending
Fenoprofen43,Antipyretic,Prevent infectious disease,"Insomnia, Nausea, Dizziness",Severe,Pending
Zylocillin11,Anti-inflammatory,Viral infections,"Nausea, Diarrhea, Headache",Severe,Rejected
Mecoprofen20,Antiviral,Bacterial infections,"Headache, Dizziness, Insomnia",Moderate,Pending
Serovir51,Vaccine,Fungal infections,"Rash, Dry mouth",Moderate,Pending
Loxocillin73,Antibiotic,Fungal infections,Rash,Mild,Pending
Mecozole65,Anti-inflammatory,Allergy relief,Dizziness,Severe,Approved
Fenoxetine97,Antidepressant,Allergy relief,"Headache, Blurred vision",Moderate,Pending
Mecomab58,Vaccine,Psychosis control,Headache,Mild,Rejected
Daxovir65,Antidepressant,Viral infections,Blurred vision,Mild,Rejected
Mecomab76,Antipsychotic,Psychosis control,Dry mouth,Moderate,Pending
Cefcillin71,Antipsychotic,Fever reduction,Constipation,Severe,Pending
Cefdipine49,Antifungal,Pain relief,Blurred vision,Mild,Rejected
Serodipine73,Antibiotic,Bacterial infections,Diarrhea,Mild,Approved
Loxostatin99,Vaccine,Allergy relief,"Rash, Headache",Mild,Rejected
Amoxstatin76,Antifungal,Depression treatment,"Dizziness, Constipation",Moderate,Rejected
Fenomab61,Antifungal,Fungal infections,Insomnia,Severe,Pending
Cefparin67,Antipyretic,Viral infections,"Dizziness, Nausea",Severe,Approved
Loxoparin29,Antihistamine,Prevent infectious disease,"Rash, Constipation",Severe,Rejected
Daxozole67,Antipyretic,Fever reduction,"Dizziness, Fatigue",Severe,Pending
Amoxzepam69,Antiviral,Depression treatment,Fatigue,Mild,Approved
Daxovir48,Antipyretic,Viral infections,"Blurred vision, Nausea",Moderate,Pending
Viradipine21,Anti-inflammatory,Fever reduction,"Dizziness, Diarrhea, Fatigue",Mild,Pending
Daxomab45,Analgesic,Bacterial infections,"Fatigue, Dizziness",Severe,Pending
Fenostatin60,Antibiotic,Depression treatment,Dizziness,Moderate,Approved
Loxostatin22,Antidepressant,Pain relief,"Fatigue, Nausea",Moderate,Rejected
Daxodipine10,Antipsychotic,Fever reduction,"Blurred vision, Dry mouth",Moderate,Approved
Mecomab71,Antibiotic,Depression treatment,Dizziness,Mild,Approved
Loxostatin46,Antibiotic,Depression treatment,Fatigue,Moderate,Pending
Virazole57,Antipyretic,Viral infections,Insomnia,Mild,Rejected
Daxomab17,Antidepressant,Fungal infections,"Dizziness, Dry mouth",Severe,Pending
Cefcillin70,Antihistamine,Bacterial infections,"Blurred vision, Constipation, Dizziness",Severe,Rejected
Fenomab20,Antipyretic,Fever reduction,"Constipation, Insomnia, Diarrhea",Severe,Pending
Cefprofen68,Antipyretic,Pain relief,"Constipation, Fatigue",Severe,Pending
Viradipine93,Vaccine,Bacterial infections,"Insomnia, Dry mouth, Nausea",Moderate,Rejected
Seroparin37,Antibiotic,Psychosis control,"Constipation, Fatigue",Severe,Rejected
Zyloparin56,Anti-inflammatory,Allergy relief,Blurred vision,Mild,Approved
Daxoprofen91,Antiviral,Prevent infectious disease,"Dizziness, Nausea",Severe,Pending
Cefxetine57,Antidepressant,Viral infections,"Headache, Dizziness",Severe,Pending
Viraxetine27,Analgesic,Fever reduction,Constipation,Severe,Rejected
Loxozepam97,Antiviral,Allergy relief,Insomnia,Severe,Approved
Mecodipine30,Analgesic,Bacterial infections,"Rash, Dry mouth",Mild,Approved
Mecomab38,Antipyretic,Bacterial infections,Dizziness,Mild,Rejected
Viramab24,Antibiotic,Fungal infections,Fatigue,Severe,Approved
Mecoparin54,Vaccine,Fungal infections,"Fatigue, Insomnia, Constipation",Severe,Rejected
Mecocillin19,Anti-inflammatory,Fungal infections,"Dizziness, Diarrhea",Moderate,Approved
Rivaxetine67,Antihistamine,Bacterial infections,"Blurred vision, Constipation",Mild,Rejected
Cefcillin82,Antifungal,Prevent infectious disease,"Headache, Diarrhea",Mild,Rejected
Daxovir60,Vaccine,Depression treatment,"Diarrhea, Headache, Blurred vision",Moderate,Approved
Daxoparin77,Analgesic,Allergy relief,"Blurred vision, Dizziness, Headache",Severe,Approved
Seroparin88,Antifungal,Prevent infectious disease,Fatigue,Mild,Pending
Loxozole95,Anti-inflammatory,Viral infections,Constipation,Severe,Pending
Zyloparin40,Analgesic,Inflammation reduction,"Fatigue, Diarrhea",Mild,Approved
Loxostatin74,Antidepressant,Psychosis control,"Diarrhea, Constipation",Severe,Pending
Fenomab23,Antipyretic,Fever reduction,Blurred vision,Severe,Approved
Zylodipine24,Analgesic,Prevent infectious disease,"Nausea, Headache",Moderate,Rejected
Loxomab51,Anti-inflammatory,Fungal infections,"Headache, Constipation",Moderate,Pending
Daxoxetine71,Antipyretic,Fever reduction,"Diarrhea, Insomnia, Fatigue",Moderate,Rejected
Amoxxetine33,Antipyretic,Allergy relief,"Nausea, Constipation",Moderate,Approved
Fenoprofen19,Antidepressant,Depression treatment,"Insomnia, Dizziness, Rash",Mild,Rejected
Amoxstatin15,Antihistamine,Fungal infections,Diarrhea,Severe,Approved
Zylodipine39,Antihistamine,Depression treatment,"Constipation, Diarrhea",Mild,Rejected
Rivavir31,Anti-inflammatory,Prevent infectious disease,Constipation,Severe,Pending
Loxoprofen13,Antidepressant,Fungal infections,"Dry mouth, Headache, Fatigue",Moderate,Approved
Fenovir60,Antihistamine,Fever reduction,Blurred vision,Severe,Pending
Rivazepam79,Anti-inflammatory,Bacterial infections,"Dry mouth, Nausea, Fatigue",Severe,Approved
Cefxetine52,Vaccine,Viral infections,"Insomnia, Rash, Diarrhea",Mild,Pending
Zyloxetine70,Antihistamine,Bacterial infections,"Diarrhea, Insomnia",Severe,Pending
Zylocillin93,Antipyretic,Depression treatment,"Blurred vision, Headache, Nausea",Mild,Approved
Fenozole99,Antipsychotic,Prevent infectious disease,Diarrhea,Mild,Rejected
Amoxxetine90,Antiviral,Bacterial infections,"Dry mouth, Fatigue, Constipation",Severe,Pending
Rivaprofen57,Analgesic,Psychosis control,Headache,Mild,Approved
Mecoparin90,Antipyretic,Allergy relief,Headache,Severe,Rejected
Amoxprofen78,Vaccine,Fever reduction,"Insomnia, Headache",Moderate,Pending
Amoxmab24,Antipsychotic,Inflammation reduction,"Insomnia, Dry mouth, Rash",Moderate,Rejected
Seroparin73,Antipyretic,Allergy relief,Diarrhea,Moderate,Pending
Zyloprofen15,Antidepressant,Viral infections,"Headache, Insomnia, Diarrhea",Moderate,Approved
Zylozole10,Antipsychotic,Pain relief,"Insomnia, Dizziness",Severe,Approved
Mecodipine28,Antifungal,Depression treatment,"Dry mouth, Insomnia",Mild,Approved
Rivavir88,Antibiotic,Fungal infections,"Fatigue, Rash, Dry mouth",Moderate,Approved
Fenoxetine35,Antihistamine,Bacterial infections,"Dizziness, Blurred vision, Rash",Mild,Rejected
Amoxprofen41,Antibiotic,Pain relief,Headache,Mild,Pending
Loxoxetine13,Analgesic,Pain relief,"Nausea, Dry mouth",Severe,Approved
Amoxzole99,Antiviral,Inflammation reduction,"Rash, Dizziness, Diarrhea",Mild,Pending
Daxovir10,Antihistamine,Bacterial infections,"Dry mouth, Fatigue",Severe,Rejected
Loxoprofen25,Analgesic,Psychosis control,Headache,Mild,Approved
Cefcillin18,Antihistamine,Inflammation reduction,"Insomnia, Rash",Moderate,Rejected
Amoxparin70,Antipyretic,Fungal infections,Diarrhea,Severe,Approved
Mecozepam42,Antidepressant,Bacterial infections,Constipation,Mild,Approved
Fenomab22,Anti-inflammatory,Fever reduction,Constipation,Severe,Approved
Daxoprofen48,Antipyretic,Viral infections,Constipation,Severe,Pending
Virastatin79,Anti-inflammatory,Psychosis control,"Dry mouth, Blurred vision, Rash",Moderate,Approved
Rivastatin59,Analgesic,Inflammation reduction,"Diarrhea, Insomnia",Mild,Rejected
Fenocillin86,Antipsychotic,Allergy relief,"Rash, Blurred vision",Severe,Approved
Loxostatin90,Antibiotic,Pain relief,Insomnia,Moderate,Pending
Cefzepam74,Antihistamine,Psychosis control,"Constipation, Headache",Moderate,Rejected
Loxovir20,Antihistamine,Depression treatment,"Constipation, Nausea, Dizziness",Moderate,Approved
Daxostatin56,Antiviral,Psychosis control,Rash,Moderate,Approved
Fenocillin61,Antipsychotic,Prevent infectious disease,Diarrhea,Severe,Pending
Mecozepam56,Antipyretic,Prevent infectious disease,"Diarrhea, Fatigue",Moderate,Pending
Cefzepam45,Vaccine,Bacterial infections,"Fatigue, Constipation, Dizziness",Mild,Approved
Zylodipine11,Anti-inflammatory,Fungal infections,"Dry mouth, Dizziness",Severe,Pending
Zylostatin83,Antidepressant,Depression treatment,"Blurred vision, Insomnia",Mild,Pending
Zylocillin52,Analgesic,Viral infections,Diarrhea,Severe,Approved
Viradipine59,Antiviral,Allergy relief,"Nausea, Blurred vision",Severe,Pending
Amoxstatin72,Antiviral,Depression treatment,"Diarrhea, Constipation, Rash",Severe,Pending
Daxoprofen38,Antidepressant,Psychosis control,"Fatigue, Dry mouth",Moderate,Rejected
Viracillin47,Antipsychotic,Prevent infectious disease,"Rash, Nausea, Fatigue",Moderate,Rejected
Rivaprofen41,Antidepressant,Depression treatment,"Headache, Rash, Diarrhea",Severe,Pending
Daxovir45,Antipyretic,Allergy relief,Blurred vision,Mild,Rejected
Viravir69,Antibiotic,Pain relief,"Blurred vision, Dry mouth",Mild,Pending
Mecomab88,Antipsychotic,Prevent infectious disease,Dry mouth,Severe,Approved
Viracillin59,Antiviral,Fever reduction,Rash,Severe,Rejected
Cefcillin89,Anti-inflammatory,Inflammation reduction,Nausea,Moderate,Rejected
Zylocillin40,Antiviral,Allergy relief,Blurred vision,Moderate,Approved
Mecodipine68,Antihistamine,Prevent infectious disease,Blurred vision,Severe,Rejected
Fenoparin59,Analgesic,Fungal infections,Insomnia,Mild,Approved
Daxozole99,Analgesic,Fever reduction,Constipation,Mild,Approved
Amoxzepam92,Antibiotic,Bacterial infections,"Insomnia, Constipation, Nausea",Mild,Pending
Rivazepam47,Antipyretic,Inflammation reduction,"Headache, Rash, Dry mouth",Severe,Rejected
Daxodipine35,Antibiotic,Psychosis control,"Dizziness, Fatigue",Severe,Pending
Zylozole54,Antipsychotic,Inflammation reduction,"Dizziness, Diarrhea",Mild,Pending
Fenoxetine70,Antidepressant,Viral infections,Dry mouth,Severe,Rejected
Daxocillin27,Antihistamine,Allergy relief,"Fatigue, Dry mouth, Headache",Moderate,Pending
Loxovir84,Vaccine,Depression treatment,"Rash, Dizziness, Headache",Mild,Rejected
Amoxzepam17,Antipyretic,Allergy relief,"Fatigue, Dizziness, Blurred vision",Moderate,Pending
Loxostatin33,Antiviral,Allergy relief,Dizziness,Severe,Approved
Zylocillin33,Antihistamine,Inflammation reduction,Rash,Severe,Pending
Viraxetine45,Antibiotic,Viral infections,"Insomnia, Diarrhea",Mild,Rejected
Fenostatin64,Antibiotic,Fever reduction,"Constipation, Headache",Moderate,Approved
Cefzepam52,Anti-inflammatory,Depression treatment,"Dizziness, Rash, Fatigue",Severe,Pending
Serostatin43,Anti-inflammatory,Fever reduction,"Blurred vision, Nausea",Severe,Pending
Mecoprofen80,Antibiotic,Allergy relief,"Fatigue, Blurred vision",Mild,Pending
Seroxetine59,Antibiotic,Fungal infections,Fatigue,Severe,Pending
Cefvir30,Antihistamine,Prevent infectious disease,"Blurred vision, Diarrhea",Mild,Rejected
Cefprofen16,Antibiotic,Viral infections,"Blurred vision, Diarrhea",Moderate,Approved
Viramab34,Antidepressant,Allergy relief,"Insomnia, Nausea, Blurred vision",Severe,Approved
